,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
29917,59,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,3260,0,50,1
29918,37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
29919,28,Private,9,Divorced,Other-service,Unmarried,White,1,1,0,40,0
29920,25,Private,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,14,0
29921,42,Private,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
29922,19,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
29923,47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
29924,29,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
29925,31,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
29926,29,Private,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
29927,27,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
29928,71,Self-emp-not-inc,10,Widowed,Prof-specialty,Unmarried,White,0,2,0,20,0
29929,27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
29930,66,,4,Widowed,,Not-in-family,White,0,0,0,23,0
29931,61,,9,Married-civ-spouse,?,Wife,White,0,7,0,8,0
29932,43,Private,9,Divorced,Adm-clerical,Unmarried,White,0,1,0,40,0
29933,49,Self-emp-not-inc,10,Divorced,Farming-fishing,Not-in-family,White,1,0,0,50,0
29934,53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
29935,48,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,1,0,40,0
29936,46,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
29937,49,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
29938,24,Private,12,Never-married,Adm-clerical,Unmarried,White,0,1,0,40,0
29939,47,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,4,0,50,1
29940,44,?,15,Divorced,Prof-specialty,Not-in-family,White,0,1,0,40,0
29941,52,Self-emp-not-inc,10,Divorced,Prof-specialty,Not-in-family,White,0,2,0,45,0
29942,39,Private,10,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
29943,24,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,2170,0,40,0
29944,32,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
29945,40,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,3,0,43,0
29946,33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
29947,21,Private,7,Never-married,Craft-repair,Own-child,Black,1,0,0,40,0
29948,26,Private,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,0
29949,31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,1,1,1910,40,0
29950,36,Private,10,Never-married,Prof-specialty,Unmarried,White,0,0,0,40,0
29951,35,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,1,2713,0,40,0
29952,38,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,1
29953,46,Private,9,Divorced,Other-service,Not-in-family,White,0,1,0,40,0
29954,39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
29955,36,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,1,1,0,40,0
29956,39,Private,10,Separated,Tech-support,Unmarried,White,1,0,0,40,0
29957,57,Private,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,3,0,22,0
29958,23,Private,12,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
29959,31,Private,10,Divorced,Adm-clerical,Unmarried,White,0,2,0,40,0
29960,34,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,2,0,40,0
29961,26,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
29962,28,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,0
29963,22,Private,9,Never-married,Craft-repair,Own-child,White,1,1,0,40,0
29964,35,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
29965,20,Private,10,Never-married,Other-service,Own-child,White,0,0,0,18,0
29966,39,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1890,40,1
29967,42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,3,1769,40,1
29968,44,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
29969,29,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
29970,68,Self-emp-not-inc,13,Widowed,Prof-specialty,Wife,White,0,3962,0,11,0
29971,65,,9,Married-civ-spouse,,Husband,White,1,2,0,40,0
29972,25,Private,9,Never-married,Other-service,Not-in-family,White,1,2189,0,40,0
29973,29,Private,5,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
29974,21,Private,10,Never-married,Other-service,Own-child,White,0,0,0,36,0
29975,54,Self-emp-not-inc,10,Widowed,Prof-specialty,Not-in-family,White,0,15186,0,22,1
29976,19,?,10,Never-married,?,Own-child,White,0,0,0,43,0
29977,36,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
29978,44,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
29979,19,?,10,Never-married,?,Own-child,White,0,0,0,21,0
29980,21,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,1,2,0,40,0
29981,29,Private,9,Married-civ-spouse,Sales,Husband,White,1,2,0,40,1
29982,37,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
29983,19,Private,10,Never-married,Other-service,Own-child,White,1,1,0,21,0
29984,20,Private,13,Never-married,Prof-specialty,Own-child,White,1,0,0,14,0
29985,45,Private,10,Divorced,Transport-moving,Not-in-family,White,1,1,0,45,0
29986,31,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
29987,46,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
29988,60,,9,Married-civ-spouse,Prof-specialty,Wife,White,0,15,0,11,1
29989,35,Private,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
29990,57,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,5,0,45,0
29991,17,Private,9,Never-married,Adm-clerical,Own-child,White,1,2,0,23,0
29992,33,Self-emp-not-inc,13,Never-married,Farming-fishing,Not-in-family,White,1,0,0,40,0
29993,35,Private,9,Divorced,Craft-repair,Unmarried,White,1,1,0,40,0
29994,21,Private,9,Never-married,Other-service,Own-child,White,1,1,0,24,0
29995,37,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,59,0
29996,19,,9,Never-married,,Not-in-family,White,1,0,0,23,0
29997,26,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,3560,0,45,1
29998,56,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
29999,52,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
30000,67,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1632,40,0
30001,18,,9,Never-married,,Own-child,White,0,3,0,21,0
30002,54,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,1,15370,0,40,1
30003,40,Private,13,Divorced,Prof-specialty,Unmarried,White,0,1,0,40,0
30004,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
30005,27,Private,9,Never-married,Other-service,Not-in-family,White,1,0,0,40,0
30006,23,Private,10,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,0
30007,54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,14963,0,40,1
30008,34,Private,10,Divorced,Sales,Not-in-family,White,0,0,0,39,0
30009,55,Private,9,Married-civ-spouse,Sales,Husband,White,1,1,0,40,1
30010,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,50,0
30011,22,Private,9,Never-married,Other-service,Own-child,White,0,2,0,40,0
30012,33,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,3842,0,40,1
30013,34,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
30014,54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,45,0
30015,35,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
30016,26,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
30017,27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
30018,26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,0
30019,31,Private,7,Never-married,Craft-repair,Not-in-family,White,1,2,0,40,0
30020,41,Private,9,Married-civ-spouse,Sales,Husband,White,1,2,0,40,0
30021,19,Private,10,Never-married,Adm-clerical,Own-child,White,1,2,0,40,0
30022,46,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,0
30023,61,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,1
30024,28,,9,Married-civ-spouse,?,Wife,White,0,1,0,40,0
30025,30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,3,0,40,1
30026,61,Private,7,Married-civ-spouse,Transport-moving,Not-in-family,White,1,3,0,50,0
30027,33,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
30028,25,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
30029,21,Private,13,Never-married,Prof-specialty,Own-child,White,1,0,0,40,0
30030,47,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,50,1
30031,37,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,1,0,40,0
30032,34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
30033,25,?,10,Widowed,?,Unmarried,White,0,0,0,15,0
30034,33,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
30035,32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
30036,49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
30037,26,,10,Never-married,,Unmarried,White,0,0,0,40,0
30038,36,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,0
30039,21,,10,Never-married,,Not-in-family,White,0,2,0,22,0
30040,31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,1,40,0
30041,48,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
30042,51,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
30043,56,,9,Married-civ-spouse,,Husband,White,1,1,0,40,1
30044,58,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
30045,34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
30046,20,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
30047,24,?,10,Never-married,?,Own-child,White,1,0,0,40,0
30048,26,Private,14,Never-married,Prof-specialty,Not-in-family,White,0,1,0,40,0
30049,22,Private,7,Never-married,Other-service,Own-child,White,0,0,0,40,0
30050,49,Private,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,45,0
30051,18,Private,9,Never-married,Other-service,Own-child,White,0,0,0,27,0
30052,42,Private,7,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
30053,37,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
30054,33,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,0
30055,17,Private,7,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
30056,41,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
30057,28,Private,13,Divorced,Adm-clerical,Unmarried,White,0,2,0,40,0
30058,45,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,1,0,40,0
30059,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
30060,33,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
30061,32,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,1,2706,0,40,0
30062,34,Private,9,Never-married,Craft-repair,Unmarried,White,1,0,0,40,0
30063,37,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
30064,31,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,0,40,0
30065,45,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
30066,34,Private,7,Divorced,Adm-clerical,Unmarried,White,0,2,0,40,0
30067,21,Private,10,Never-married,Adm-clerical,Own-child,White,0,2,0,21,0
30068,47,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,14931,0,40,1
30069,56,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
30070,38,Private,9,Separated,Craft-repair,Not-in-family,White,1,1,0,40,0
30071,31,Self-emp-not-inc,7,Divorced,Farming-fishing,Not-in-family,White,1,1,0,40,0
30072,52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,14928,0,40,1
30073,20,Private,10,Never-married,Other-service,Own-child,White,1,1,0,40,0
30074,30,Private,10,Divorced,Adm-clerical,Wife,White,0,0,0,40,0
30075,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
30076,36,Private,9,Separated,Adm-clerical,Unmarried,White,0,3,0,40,0
30077,33,Private,9,Divorced,Craft-repair,Unmarried,White,1,0,0,40,0
30078,29,Private,10,Never-married,Protective-serv,Not-in-family,White,1,0,0,40,0
30079,61,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3846,0,40,0
30080,26,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
30081,48,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
30082,31,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,0
30083,20,,9,Never-married,,Own-child,White,0,0,0,23,0
30084,44,Private,9,Married-civ-spouse,Sales,Husband,White,1,15435,0,50,1
30085,54,?,13,Married-civ-spouse,?,Husband,White,1,0,0,40,1
30086,33,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,52,0
30087,26,?,10,Never-married,?,Not-in-family,White,1,0,0,40,0
30088,58,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,0,2,0,23,0
30089,37,Private,9,Separated,Sales,Unmarried,White,1,1,0,40,0
30090,36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,1848,40,1
30091,36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
30092,19,,10,Never-married,Prof-specialty,Own-child,White,0,0,0,20,0
30093,33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
30094,35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,3444,0,40,1
30095,64,?,9,Married-civ-spouse,?,Husband,White,1,10,0,11,1
30096,40,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,1882,40,1
30097,19,Private,9,Never-married,Other-service,Own-child,White,0,2,0,26,0
30098,21,Private,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
30099,34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,1945,0,40,0
30100,25,Private,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,0
30101,43,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
30102,75,?,10,Widowed,?,Not-in-family,White,1,0,0,40,0
30103,47,Private,10,Divorced,Craft-repair,Not-in-family,White,1,1,0,40,0
30104,28,Private,7,Never-married,Farming-fishing,Not-in-family,White,1,0,0,40,0
30105,30,Private,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,0
30106,41,Private,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,0
30107,26,Private,5,Never-married,Other-service,Other-relative,White,1,1,0,40,0
30108,65,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,1,15104,0,50,1
30109,33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,1,3,0,40,1
30110,31,Private,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,0
30111,33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
30112,36,Private,5,Never-married,Handlers-cleaners,Not-in-family,White,1,3,0,40,0
30113,33,Private,10,Married-civ-spouse,Sales,Husband,White,1,1,1749,47,0
30114,30,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,1,2,0,50,0
30115,21,Private,10,Never-married,Other-service,Own-child,White,0,2,0,40,0
30116,51,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,15051,0,50,1
30117,31,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
30118,50,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,1
30119,31,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
30120,21,,10,Never-married,Sales,Not-in-family,White,1,1,0,15,0
30121,24,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,0
30122,32,?,13,Widowed,?,Unmarried,White,0,0,0,28,0
30123,28,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
30124,45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,4,0,35,1
30125,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,3948,0,40,1
30126,17,Private,5,Never-married,Handlers-cleaners,Own-child,White,0,1,0,16,0
30127,48,Private,7,Married-civ-spouse,Other-service,Husband,White,1,4,0,40,0
30128,59,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
30129,35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
30130,31,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30131,26,,9,Never-married,,Not-in-family,White,0,0,0,21,0
30132,34,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
30133,23,Private,9,Never-married,Craft-repair,Own-child,White,1,5,0,40,0
30134,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3,0,40,0
30135,27,Private,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
30136,22,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
30137,26,Private,12,Never-married,Machine-op-inspct,Own-child,White,0,1,0,40,0
30138,34,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
30139,23,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,2,0,21,0
30140,52,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,1,0,0,50,0
30141,33,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
30142,29,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30143,49,Private,13,Separated,Adm-clerical,Not-in-family,White,1,0,0,40,0
30144,23,?,9,Never-married,?,Unmarried,Black,0,0,0,40,0
30145,28,Private,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
30146,34,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
30147,27,Private,10,Never-married,Farming-fishing,Own-child,White,1,0,0,40,0
30148,25,?,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,11,0
30149,42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,45,1
30150,33,Private,10,Divorced,Sales,Unmarried,White,1,0,0,40,0
30151,43,Private,10,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,0
30152,60,Private,9,Married-civ-spouse,Sales,Wife,White,1,1,0,21,1
30153,33,Private,10,Married-civ-spouse,Protective-serv,Husband,White,1,1,0,40,0
30154,21,Private,10,Never-married,Other-service,Own-child,White,0,2,0,40,0
30155,51,Private,10,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
30156,35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
30157,32,Private,6,Divorced,Machine-op-inspct,Own-child,Black,1,2,0,40,0
30158,46,,10,Married-civ-spouse,,Wife,White,0,0,0,40,0
30159,44,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
30160,27,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30161,32,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30162,34,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,1
30163,31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,7,0,40,0
30164,44,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,14990,0,40,1
30165,34,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30166,29,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
30167,43,Private,9,Married-civ-spouse,Other-service,Husband,White,1,1,0,40,0
30168,47,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
30169,52,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
30170,47,Private,10,Divorced,Other-service,Unmarried,White,0,1,0,40,0
30171,36,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
30172,35,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,4053,0,40,1
30173,19,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
30174,47,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
30175,55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,15,0,40,1
30176,63,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
30177,29,?,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
30178,36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,2,1870,40,1
30179,64,Private,8,Widowed,Handlers-cleaners,Not-in-family,White,0,4,0,40,0
30180,38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
30181,48,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,46,0
30182,47,,14,Divorced,Prof-specialty,Not-in-family,White,0,1,0,40,0
30183,44,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,1,1,0,40,0
30184,48,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,45,0
30185,49,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,61,0
30186,21,State-gov,13,Never-married,Prof-specialty,Own-child,White,0,0,0,20,0
30187,51,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
30188,35,Private,13,Divorced,Tech-support,Not-in-family,White,1,0,0,40,0
30189,38,Private,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,0
30190,52,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,1,15211,0,40,0
30191,33,Private,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
30192,64,Private,9,Divorced,Exec-managerial,Not-in-family,White,1,6,0,21,0
30193,59,,9,Married-civ-spouse,,Husband,White,1,0,0,40,0
30194,57,Private,10,Widowed,Prof-specialty,Not-in-family,White,0,17,0,22,0
30195,48,Self-emp-not-inc,14,Widowed,Prof-specialty,Not-in-family,White,0,0,0,23,0
30196,50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
30197,45,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,2,0,45,0
30198,49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,9,0,50,1
30199,26,Private,10,Never-married,Sales,Own-child,White,1,0,0,40,0
30200,28,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,1,0,40,0
30201,36,Private,9,Divorced,Craft-repair,Unmarried,White,1,0,0,40,0
30202,25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,50,0
30203,30,Private,9,Never-married,Craft-repair,Not-in-family,White,1,1,0,40,0
30204,32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,0
30205,20,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,23,0
30206,29,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,1,0,21,0
30207,29,Private,10,Divorced,Sales,Unmarried,White,0,0,0,40,0
30208,21,?,10,Never-married,?,Own-child,White,0,2,1739,13,0
30209,19,Private,13,Never-married,Adm-clerical,Own-child,White,1,0,0,19,0
30210,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3098,0,40,0
30211,48,,10,Separated,,Not-in-family,White,0,0,0,40,0
30212,19,Private,10,Never-married,Adm-clerical,Own-child,White,0,2,0,40,0
30213,33,Self-emp-not-inc,13,Divorced,Sales,Not-in-family,White,1,0,0,40,0
30214,38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,1
30215,30,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
30216,26,Private,10,Never-married,Craft-repair,Own-child,White,1,2,0,40,0
30217,30,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
30218,37,Private,7,Divorced,Machine-op-inspct,Not-in-family,White,0,2,0,40,0
30219,58,Private,7,Widowed,Adm-clerical,Not-in-family,White,0,4580,0,40,0
30220,36,Private,10,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,0
30221,53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
30222,50,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1,0,40,0
30223,21,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
30224,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
30225,67,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,1,1,0,50,1
30226,50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,2,1738,50,1
30227,34,Private,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
30228,47,Local-gov,10,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
30229,36,Private,9,Never-married,Machine-op-inspct,Unmarried,White,0,1,0,40,0
30230,30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,7298,0,40,1
30231,28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
30232,28,,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,0,0,0,40,0
30233,25,Private,12,Never-married,Farming-fishing,Own-child,White,1,0,0,40,0
30234,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,21,0,45,0
30235,31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,3,0,40,1
30236,49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,15098,0,40,1
30237,41,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,0
30238,51,Private,4,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,1
30239,31,Private,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
30240,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,0
30241,47,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,0,1,1709,40,1
30242,27,Private,9,Divorced,Handlers-cleaners,Other-relative,White,0,0,0,40,0
30243,62,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,7554,0,10,1
