,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33616,28,Private,253363,7,Never-married,Sales,Own-child,White,0,3,0,36,United-States,0
33617,62,Private,146311,9,Married-civ-spouse,Craft-repair,Husband,White,1,10,0,40,United-States,0
33618,20,Private,84352,10,Never-married,Adm-clerical,Own-child,White,0,1,0,58,United-States,0
33619,34,Local-gov,100262,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,13,0,50,United-States,0
33620,18,Private,226066,6,Never-married,Handlers-cleaners,Own-child,White,1,0,0,30,United-States,0
33621,46,Private,91582,14,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,1,40,Scotland,0
33622,19,Private,205226,6,Never-married,Adm-clerical,Own-child,White,0,11,0,36,United-States,0
33623,39,Private,163889,11,Never-married,Sales,Not-in-family,White,1,2,0,50,United-States,0
33624,56,?,219209,9,Never-married,?,Not-in-family,Black,1,0,0,30,Mexico,0
33625,19,Private,68708,9,Never-married,Handlers-cleaners,Own-child,White,1,10,1,50,United-States,0
33626,20,Private,103704,13,Never-married,Prof-specialty,Own-child,Black,0,12,0,19,Honduras,0
33627,39,Private,173148,10,Married-civ-spouse,Adm-clerical,Wife,White,0,8,0,40,United-States,0
33628,70,?,185212,7,Widowed,?,Not-in-family,White,1,1,0,10,United-States,0
33629,49,Private,100779,12,Married-AF-spouse,,Wife,White,0,6,0,16,United-States,0
33630,45,Private,190471,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,0,2,0,20,United-States,0
33631,34,State-gov,84848,15,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,1,14638,0,45,Philippines,0
33632,18,State-gov,84505,6,Never-married,Other-service,Own-child,Black,1,12,0,40,United-States,0
33633,44,Private,221430,9,Never-married,Farming-fishing,Own-child,White,1,7,0,38,United-States,0
33634,62,?,162687,6,Married-civ-spouse,?,Husband,White,1,10,0,10,United-States,0
33635,29,Private,32678,6,Never-married,Handlers-cleaners,Not-in-family,White,1,3,0,40,United-States,0
33636,36,Private,199768,9,Divorced,Handlers-cleaners,Own-child,White,1,2,0,40,United-States,0
33637,61,State-gov,170172,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
33638,46,Self-emp-inc,106903,9,Never-married,Adm-clerical,Wife,Black,0,27,0,39,United-States,0
33639,35,Private,281575,7,Separated,Priv-house-serv,Unmarried,White,0,0,0,22,United-States,0
33640,25,Private,109554,3,Married-AF-spouse,Other-service,Wife,White,0,28,0,23,United-States,0
33641,44,State-gov,480088,13,Married-civ-spouse,Prof-specialty,Husband,Black,1,6,0,60,United-States,0
33642,17,,221472,7,Never-married,Other-service,Own-child,White,1,15,0,45,United-States,0
33643,43,Private,207494,9,Never-married,Priv-house-serv,Not-in-family,White,0,4,0,58,United-States,0
33644,33,State-gov,69186,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,8,1819,24,Philippines,0
33645,28,Private,100644,13,Never-married,Adm-clerical,Unmarried,Other,1,0,1,20,?,0
33646,39,State-gov,218863,13,Married-civ-spouse,Farming-fishing,Husband,White,1,14778,0,60,United-States,0
33647,46,,200763,9,Divorced,?,Unmarried,White,0,0,0,35,United-States,0
33648,32,Private,245957,6,Never-married,Other-service,Not-in-family,Black,0,14,0,40,Poland,0
33649,39,Private,200440,11,Never-married,Other-service,Not-in-family,White,0,26,0,40,United-States,0
33650,27,Private,413233,13,Never-married,Farming-fishing,Own-child,Black,0,0,0,45,United-States,0
33651,24,Private,170180,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
33652,23,Private,113843,9,Married-civ-spouse,Protective-serv,Husband,White,1,11,0,63,United-States,0
33653,31,Private,135356,5,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,Yugoslavia,0
33654,42,Private,136734,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
33655,31,Private,126524,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,0
33656,61,Private,140461,10,Married-spouse-absent,Exec-managerial,Unmarried,Other,0,0,1,54,?,0
33657,38,?,104209,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,0,8,1,45,United-States,0
33658,31,?,165956,7,Never-married,?,Own-child,White,1,25,0,12,United-States,0
33659,23,Local-gov,289276,10,Married-civ-spouse,Adm-clerical,Husband,White,1,16,0,40,United-States,0
33660,35,Private,107892,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,0,40,Mexico,0
33661,26,Self-emp-inc,187809,12,Married-civ-spouse,Transport-moving,Husband,White,1,0,2001,21,United-States,0
33662,57,Private,124515,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,20,0,38,United-States,0
33663,37,Private,107642,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,14,0,40,United-States,0
33664,44,Private,162958,14,Divorced,Exec-managerial,Not-in-family,White,0,22,0,50,United-States,0
33665,64,Local-gov,196104,10,Married-civ-spouse,Exec-managerial,Wife,White,0,19,0,51,Mexico,0
33666,68,?,376083,6,Widowed,?,Not-in-family,White,0,0,0,54,United-States,0
33667,24,Private,194046,13,Never-married,Sales,Not-in-family,White,0,18,0,40,United-States,0
33668,40,Private,304191,3,Married-spouse-absent,Craft-repair,Unmarried,Other,0,18,0,35,Mexico,0
33669,41,Federal-gov,119474,13,Married-civ-spouse,Exec-managerial,Husband,White,1,8,1739,50,United-States,0
33670,29,Private,203892,9,Never-married,Transport-moving,Unmarried,White,1,22,1,40,United-States,0
33671,44,Self-emp-inc,124175,13,Married-civ-spouse,Prof-specialty,Husband,White,1,14722,1887,40,United-States,0
33672,24,Local-gov,135675,10,Married-civ-spouse,,Husband,White,0,23,0,40,United-States,0
33673,24,State-gov,85864,13,Married-civ-spouse,Protective-serv,Own-child,Asian-Pac-Islander,0,3693,0,19,India,0
33674,69,?,242706,11,Widowed,?,Unmarried,White,0,0,0,40,United-States,0
33675,36,Local-gov,122948,14,Married-civ-spouse,Prof-specialty,Husband,White,1,3877,1996,40,United-States,0
33676,38,Private,173750,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
33677,59,Private,97276,10,Divorced,Exec-managerial,Not-in-family,White,0,2,0,50,United-States,0
33678,28,Private,124388,7,Never-married,Sales,Own-child,White,1,2,0,40,United-States,0
33679,43,Private,165850,4,Married-AF-spouse,Adm-clerical,Wife,White,0,2,0,22,United-States,0
33680,32,Private,79433,9,Married-civ-spouse,Craft-repair,Husband,White,1,4196,1833,35,United-States,0
33681,31,Private,168861,9,Married-civ-spouse,Adm-clerical,Wife,White,0,2,0,40,United-States,0
33682,36,Private,347715,4,Married-civ-spouse,Transport-moving,Wife,White,0,28,0,40,?,0
33683,38,Private,137206,3,Separated,Other-service,Not-in-family,Other,1,0,0,21,South,0
33684,71,Private,90817,15,Never-married,Prof-specialty,Not-in-family,White,0,9,0,30,United-States,0
33685,20,Private,130213,9,Never-married,Other-service,Other-relative,White,1,8,0,37,Haiti,0
33686,43,Private,225816,13,Never-married,Craft-repair,Not-in-family,White,1,15,0,40,United-States,0
33687,41,Private,134494,5,Married-civ-spouse,Sales,Unmarried,White,0,0,0,55,Haiti,0
33688,41,Self-emp-inc,99838,13,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,0,7,0,21,Thailand,0
33689,21,Self-emp-not-inc,122869,9,Divorced,Craft-repair,Not-in-family,White,1,21,0,60,United-States,0
33690,36,Private,191785,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,0
33691,21,Private,186070,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
33692,28,Private,234426,9,Widowed,Machine-op-inspct,Unmarried,White,1,10,0,40,United-States,0
33693,54,?,118614,10,Married-civ-spouse,?,Husband,White,1,3948,0,38,United-States,0
33694,74,,204842,9,Widowed,,Not-in-family,White,0,24,0,45,United-States,0
33695,39,Local-gov,198506,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,1,27,1,55,United-States,0
33696,20,Private,157421,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
33697,49,Private,182281,5,Married-civ-spouse,Adm-clerical,Husband,Black,1,30,0,23,United-States,0
33698,36,Private,157889,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,0,0,0,40,Philippines,0
33699,30,Private,157403,14,Married-civ-spouse,Prof-specialty,Wife,White,1,23,0,40,Peru,0
33700,45,Self-emp-inc,207057,6,Never-married,Sales,Not-in-family,White,1,21,0,60,Japan,0
33701,21,Private,88402,7,Never-married,Sales,Own-child,White,0,0,1,43,United-States,0
33702,35,Private,232050,9,Separated,Other-service,Unmarried,White,0,5,0,40,United-States,0
33703,35,Private,94419,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,7617,0,40,India,0
33704,53,Private,238604,4,Divorced,Exec-managerial,Not-in-family,White,0,2,0,45,United-States,0
33705,64,?,92304,9,Widowed,?,Not-in-family,White,0,0,0,30,Mexico,0
33706,33,State-gov,223997,9,Never-married,Armed-Forces,Not-in-family,White,0,0,0,50,El-Salvador,0
33707,21,Private,185559,9,Never-married,Protective-serv,Own-child,White,1,24,1,40,United-States,0
33708,18,Private,139084,6,Never-married,Other-service,Own-child,White,0,0,0,30,United-States,0
33709,26,Local-gov,92908,10,Never-married,Tech-support,Own-child,Black,1,0,0,40,United-States,0
33710,41,Private,69389,10,Married-civ-spouse,Exec-managerial,Husband,White,1,16,1800,40,United-States,0
33711,43,Private,112301,9,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,1,0,0,40,United-States,0
33712,26,Private,101679,14,Never-married,Prof-specialty,Not-in-family,White,0,5,0,60,United-States,0
33713,41,Self-emp-not-inc,88938,13,Married-civ-spouse,Exec-managerial,Husband,White,1,20,0,50,United-States,0
33714,35,Private,115272,7,Divorced,Other-service,Other-relative,White,0,0,0,23,United-States,0
33715,36,Private,142964,10,Married-civ-spouse,Sales,Husband,Black,1,0,0,40,Laos,0
33716,39,Private,242153,13,Married-civ-spouse,Sales,Husband,White,1,14,1,40,United-States,0
33717,35,Private,113903,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,15,0,21,Vietnam,0
33718,27,Private,207703,6,Married-spouse-absent,Sales,Unmarried,White,0,0,0,40,India,0
33719,30,State-gov,67064,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,9,1801,40,India,0
33720,18,Private,293046,13,Never-married,Craft-repair,Not-in-family,White,1,28,0,40,United-States,0
33721,26,Private,109841,2,Never-married,Machine-op-inspct,Own-child,White,1,0,0,50,Mexico,0
33722,39,Private,176134,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
33723,40,Private,166552,10,Divorced,Exec-managerial,Unmarried,White,0,0,0,50,United-States,0
33724,33,Private,373247,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,9,0,40,United-States,0
33725,25,Private,43477,10,Never-married,Exec-managerial,Not-in-family,White,0,12,0,40,United-States,0
33726,44,Private,148257,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,24,1823,40,United-States,0
33727,21,Private,485680,10,Divorced,Adm-clerical,Other-relative,White,0,0,0,40,United-States,0
33728,30,Private,166224,13,Married-civ-spouse,Exec-managerial,Husband,White,1,7,0,40,Ecuador,0
33729,23,Private,113670,7,Never-married,Craft-repair,Unmarried,Other,1,4,0,40,Mexico,0
33730,62,State-gov,176331,9,Married-civ-spouse,?,Husband,White,1,21,0,11,Mexico,0
33731,30,Self-emp-not-inc,144189,13,Divorced,Tech-support,Own-child,White,1,9,0,45,United-States,0
33732,18,Private,84137,7,Never-married,Tech-support,Own-child,White,1,13,0,22,United-States,0
33733,54,Private,114920,3,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,1,0,0,40,United-States,0
33734,26,Private,101777,6,Divorced,Exec-managerial,Unmarried,White,0,0,1,22,United-States,0
33735,32,State-gov,252871,14,Never-married,Prof-specialty,Own-child,Black,0,3767,0,49,United-States,0
33736,45,Private,107252,4,Married-civ-spouse,Farming-fishing,Husband,White,1,7704,0,40,El-Salvador,0
33737,38,Self-emp-not-inc,107305,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,9,0,6,United-States,0
33738,30,Local-gov,74332,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,17,1695,40,Taiwan,0
33739,40,Private,268422,6,Married-civ-spouse,Adm-clerical,Wife,White,0,3725,0,40,United-States,0
33740,38,Private,114352,6,Married-civ-spouse,Machine-op-inspct,Unmarried,White,0,6,0,40,Iran,0
33741,26,Private,192080,13,Married-civ-spouse,Tech-support,Husband,White,1,14,1,50,Nicaragua,0
33742,21,Private,156222,9,Never-married,Craft-repair,Own-child,White,1,0,1,40,United-States,0
33743,37,Self-emp-not-inc,184838,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
33744,35,,184385,7,Never-married,,Own-child,Black,1,0,0,21,United-States,0
33745,39,Self-emp-not-inc,215150,13,Married-civ-spouse,Exec-managerial,Husband,White,0,13,0,40,United-States,0
33746,19,Private,168216,10,Never-married,Sales,Own-child,White,0,5,0,40,United-States,0
33747,34,Private,93966,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,16,0,40,United-States,0
33748,22,Private,175943,6,Never-married,Other-service,Other-relative,White,0,8,0,52,United-States,0
33749,25,Self-emp-not-inc,311129,9,Married-civ-spouse,Farming-fishing,Husband,White,1,21,0,40,United-States,0
33750,32,Private,191197,9,Never-married,Sales,Not-in-family,White,1,1,0,40,United-States,0
33751,40,Private,243008,3,Married-spouse-absent,?,Unmarried,White,0,0,0,40,Mexico,0
33752,39,Private,198545,13,Married-civ-spouse,Prof-specialty,Husband,White,1,10,0,40,United-States,0
33753,34,Self-emp-inc,88084,14,Never-married,Prof-specialty,Not-in-family,White,1,19,1,41,United-States,0
33754,71,?,116200,9,Widowed,?,Unmarried,White,0,0,1,21,United-States,0
33755,49,Federal-gov,199767,11,Divorced,Exec-managerial,Unmarried,White,0,10,0,40,United-States,0
33756,39,Local-gov,136420,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
33757,31,Federal-gov,378060,14,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,1,23,0,40,United-States,0
33758,23,Private,178674,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,0,0,0,57,United-States,0
33759,57,,40662,9,Widowed,,Other-relative,White,1,0,0,20,United-States,0
33760,30,Private,169522,13,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
33761,39,,206431,11,Never-married,,Not-in-family,White,0,7,0,46,Poland,0
33762,32,Private,121362,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
33763,36,Private,164023,13,Divorced,Prof-specialty,Wife,White,0,7763,0,22,United-States,0
33764,52,Private,265301,9,Divorced,Exec-managerial,Husband,White,0,7612,0,40,United-States,0
33765,69,Self-emp-not-inc,45430,9,Widowed,Farming-fishing,Not-in-family,White,0,28,0,44,United-States,0
33766,27,Local-gov,255238,14,Never-married,Prof-specialty,Not-in-family,White,0,14,0,40,United-States,0
33767,39,Self-emp-inc,125884,10,Divorced,Exec-managerial,Not-in-family,White,0,0,1,40,United-States,0
33768,58,Private,182721,10,Never-married,Priv-house-serv,Not-in-family,White,0,0,0,40,United-States,0
33769,39,Self-emp-inc,159975,13,Married-civ-spouse,Exec-managerial,Wife,White,0,7903,0,50,United-States,0
33770,33,Local-gov,35889,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
33771,28,Private,94682,13,Divorced,Other-service,Unmarried,White,0,2,0,40,Haiti,0
33772,29,Private,81132,9,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,32,0,40,Mexico,0
33773,22,Private,110931,9,Never-married,Farming-fishing,Own-child,Black,1,18,0,40,United-States,0
33774,35,Private,235294,13,Never-married,Farming-fishing,Not-in-family,White,0,7,0,36,United-States,0
33775,38,Self-emp-not-inc,228210,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
33776,20,Private,231298,7,Never-married,Prof-specialty,Own-child,White,0,0,0,54,United-States,0
33777,22,Private,185950,7,Married-civ-spouse,Handlers-cleaners,Own-child,White,1,20,0,40,United-States,0
33778,50,Private,85634,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,2,0,40,United-States,0
33779,34,Private,196568,9,Never-married,Exec-managerial,Not-in-family,White,1,14,1,40,United-States,0
33780,61,?,298890,6,Never-married,?,Own-child,White,0,8,0,21,United-States,0
33781,34,Private,192280,4,Separated,?,Not-in-family,White,0,0,0,40,Mexico,0
33782,23,Private,83875,13,Never-married,Protective-serv,Husband,White,1,25,0,20,United-States,0
33783,28,Private,142751,9,Never-married,Handlers-cleaners,Not-in-family,White,1,6,0,56,Scotland,0
33784,31,Local-gov,94483,6,Married-civ-spouse,Prof-specialty,Husband,Black,1,10,0,40,United-States,0
33785,47,Private,299439,9,Married-civ-spouse,Exec-managerial,Husband,White,1,3,1,40,United-States,0
33786,19,Local-gov,226115,11,Never-married,Other-service,Own-child,White,0,0,0,57,United-States,0
33787,38,Private,116105,14,Married-civ-spouse,Sales,Husband,White,1,8,0,40,United-States,0
33788,23,Private,83580,7,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,0,10,1,22,Taiwan,0
33789,58,Private,45590,10,Married-civ-spouse,Transport-moving,Husband,White,1,12,0,45,United-States,0
33790,67,?,106862,6,Widowed,?,Not-in-family,White,0,0,0,19,United-States,0
33791,44,Private,306634,3,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,Mexico,0
33792,62,Private,99603,9,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,0,4,0,22,Japan,0
33793,59,Private,391761,3,Married-civ-spouse,Machine-op-inspct,Wife,White,1,0,0,40,United-States,0
33794,36,Federal-gov,215438,10,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,0,10,0,21,United-States,0
33795,29,Private,171337,15,Never-married,Exec-managerial,Not-in-family,White,1,15,1,50,United-States,0
33796,57,Private,211439,9,Married-civ-spouse,Craft-repair,Husband,Black,1,22,0,40,United-States,0
33797,43,Private,47772,9,Married-AF-spouse,Machine-op-inspct,Wife,White,0,0,0,40,United-States,0
33798,30,State-gov,280352,10,Divorced,Adm-clerical,Not-in-family,Black,1,3,0,50,United-States,0
33799,45,Private,184289,9,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,0,0,40,Nicaragua,0
33800,22,Local-gov,43162,7,Never-married,Armed-Forces,Not-in-family,White,1,3,0,49,United-States,0
33801,32,Private,245772,5,Divorced,Adm-clerical,Unmarried,White,0,3,0,40,Haiti,0
33802,57,Private,367951,6,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,1,5,0,20,Laos,0
33803,35,Local-gov,123909,10,Married-civ-spouse,Exec-managerial,Husband,White,1,15,0,10,United-States,0
33804,32,Private,77651,13,Divorced,Prof-specialty,Not-in-family,White,0,0,1919,45,United-States,0
33805,35,State-gov,82944,13,Married-civ-spouse,Prof-specialty,Husband,White,1,15032,0,40,United-States,0
33806,42,Private,152767,11,Divorced,Exec-managerial,Unmarried,White,0,2965,0,40,United-States,0
33807,29,Private,103638,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
33808,24,Local-gov,181997,7,Never-married,Craft-repair,Own-child,White,0,0,1,40,United-States,0
33809,31,Private,128126,3,Separated,Other-service,Unmarried,White,0,11,0,56,United-States,0
33810,27,Private,280969,13,Never-married,Exec-managerial,Not-in-family,Other,0,21,0,35,Poland,0
33811,20,Private,121106,13,Never-married,Transport-moving,Own-child,Other,1,27,1,40,Germany,0
33812,65,?,126873,9,Separated,?,Not-in-family,White,1,0,0,20,United-States,0
33813,53,Private,105053,10,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States,0
33814,23,Private,191429,13,Never-married,Prof-specialty,Own-child,White,0,9,0,38,United-States,0
33815,45,Local-gov,43607,14,Divorced,Prof-specialty,Not-in-family,White,0,4351,0,62,United-States,0
33816,25,Private,140991,9,Separated,Other-service,Other-relative,White,1,0,0,40,United-States,0
33817,51,Private,229401,9,Divorced,Machine-op-inspct,Unmarried,Black,0,13,0,40,United-States,0
33818,40,Private,339199,9,Divorced,Exec-managerial,Not-in-family,White,1,9,1,30,United-States,0
33819,24,State-gov,127911,14,Married-civ-spouse,Prof-specialty,Wife,White,1,10,0,60,United-States,0
33820,27,Private,75072,10,Never-married,Adm-clerical,Own-child,White,0,27,0,40,United-States,0
33821,47,Private,92822,2,Divorced,Other-service,Unmarried,White,0,22,0,40,Honduras,0
33822,46,Private,87662,13,Divorced,Exec-managerial,Husband,White,1,3,0,39,United-States,0
33823,19,Private,169537,9,Never-married,Transport-moving,Own-child,White,0,0,1785,21,United-States,0
33824,21,Private,73722,9,Separated,Other-service,Other-relative,White,1,0,0,40,United-States,0
33825,20,Private,149768,9,Never-married,Handlers-cleaners,Own-child,White,1,12,0,19,United-States,0
33826,42,Private,116546,9,Married-civ-spouse,Transport-moving,Husband,White,1,2964,0,40,United-States,0
33827,65,?,359579,6,Widowed,?,Not-in-family,White,0,37,0,30,United-States,0
33828,45,Private,211291,5,Divorced,Machine-op-inspct,Unmarried,White,1,15,0,40,United-States,0
33829,37,Private,165622,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,6,0,40,Guatemala,0
33830,43,Private,212919,14,Divorced,Craft-repair,Unmarried,White,0,14,0,40,United-States,0
33831,32,Private,216565,9,Separated,Craft-repair,Own-child,White,1,7,0,51,United-States,0
33832,36,Private,219891,14,Separated,Other-service,Not-in-family,White,0,17,0,22,United-States,0
33833,31,Local-gov,85925,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,1,5,0,48,Puerto-Rico,0
33834,34,Self-emp-not-inc,73814,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
33835,45,?,114755,10,Married-civ-spouse,?,Other-relative,White,1,20,0,21,Mexico,0
33836,34,Self-emp-not-inc,240088,13,Married-civ-spouse,Exec-managerial,Husband,White,1,7671,1730,55,United-States,0
33837,58,Self-emp-not-inc,219518,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
33838,33,Private,206606,9,Separated,Craft-repair,Unmarried,White,1,0,0,45,United-States,0
33839,55,Private,87288,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,South,0
33840,28,Federal-gov,195215,6,Never-married,?,Not-in-family,White,1,3,1,30,United-States,0
33841,24,Private,257245,9,Never-married,Sales,Own-child,White,0,11,0,53,United-States,0
33842,33,Local-gov,189313,11,Never-married,Adm-clerical,Own-child,White,0,12,0,40,United-States,0
33843,20,Local-gov,137095,8,Never-married,Handlers-cleaners,Own-child,Black,1,1,0,45,United-States,0
33844,39,Private,197476,9,Married-spouse-absent,Other-service,Not-in-family,White,1,2,0,30,,0
33845,32,Private,92183,13,Never-married,Exec-managerial,Not-in-family,White,1,14,1832,49,United-States,0
33846,26,Self-emp-not-inc,76776,7,Married-civ-spouse,Other-service,Husband,White,1,12,0,20,United-States,0
33847,38,,91319,10,Divorced,,Unmarried,Black,0,0,0,40,United-States,0
33848,54,,117343,3,Widowed,,Not-in-family,Black,0,1,0,20,United-States,0
33849,45,Private,189285,13,Divorced,Priv-house-serv,Not-in-family,White,0,26,0,64,United-States,0
33850,56,Private,100149,9,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,1,15,0,40,United-States,0
33851,63,Self-emp-inc,148981,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
33852,52,Private,199004,9,Divorced,Sales,Not-in-family,White,0,13,0,60,United-States,0
33853,27,Local-gov,191529,11,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
33854,43,Self-emp-not-inc,166827,9,Married-civ-spouse,Sales,Husband,White,1,17,0,55,United-States,0
33855,32,Private,397936,9,Divorced,Sales,Unmarried,White,0,7,0,64,United-States,0
33856,24,Private,287861,9,Married-civ-spouse,Other-service,Other-relative,White,1,25,0,40,Mexico,0
33857,55,Private,250452,9,Married-civ-spouse,Transport-moving,Husband,White,1,17,0,50,United-States,0
33858,69,Private,123023,6,Married-civ-spouse,?,Husband,White,1,0,0,40,Jamaica,0
33859,23,Private,141812,13,Married-civ-spouse,Exec-managerial,Husband,White,1,16,1942,45,United-States,0
33860,40,Private,90008,9,Married-civ-spouse,Craft-repair,Husband,White,1,23,0,40,?,0
33861,25,Local-gov,165199,13,Married-civ-spouse,Prof-specialty,Wife,White,0,4,0,40,United-States,0
33862,17,?,171110,9,Married-civ-spouse,?,Own-child,Black,1,11,0,19,United-States,0
33863,38,Private,261017,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,3489,0,40,India,0
33864,24,Private,355933,11,Divorced,Exec-managerial,Unmarried,White,0,44,0,40,United-States,0
33865,19,Private,130020,9,Never-married,Farming-fishing,Not-in-family,Black,1,4,0,40,United-States,0
33866,20,Private,276243,10,Never-married,Machine-op-inspct,Own-child,White,0,0,1,35,United-States,0
33867,35,Self-emp-inc,154828,14,Divorced,Prof-specialty,Not-in-family,Black,1,28,0,36,,0
33868,34,,351508,6,Married-civ-spouse,,Other-relative,Amer-Indian-Eskimo,1,0,1,40,United-States,0
33869,30,Federal-gov,171890,14,Never-married,Adm-clerical,Not-in-family,White,0,30,0,22,United-States,0
33870,26,Local-gov,364409,11,Never-married,Adm-clerical,Own-child,White,0,20,0,13,United-States,0
33871,30,Local-gov,109012,9,Divorced,,Not-in-family,White,0,0,0,40,United-States,0
33872,26,Private,190313,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
33873,47,Private,140672,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,0
33874,40,Private,496440,9,Married-civ-spouse,Craft-repair,Husband,White,1,24,0,40,Mexico,0
33875,22,Private,117960,14,Never-married,Adm-clerical,Own-child,Black,0,4,0,40,United-States,0
33876,43,Private,175764,3,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
33877,37,State-gov,178900,13,Married-civ-spouse,Prof-specialty,Husband,White,0,4,0,40,United-States,0
33878,29,Private,356238,9,Divorced,Handlers-cleaners,Other-relative,White,1,0,0,40,Peru,0
33879,42,Private,126410,11,Divorced,Other-service,Unmarried,White,0,0,0,40,United-States,0
33880,32,Self-emp-not-inc,157408,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,3,0,22,United-States,0
33881,45,Private,266486,11,Divorced,Other-service,Unmarried,White,0,9,0,22,United-States,0
33882,41,Private,194732,3,Married-spouse-absent,Machine-op-inspct,Unmarried,White,0,2,0,49,Guatemala,0
33883,20,Private,43106,9,Never-married,Adm-clerical,Own-child,White,0,26,0,36,United-States,0
33884,19,Private,207343,10,Divorced,Other-service,Other-relative,White,0,10,1,21,United-States,0
33885,41,Private,147515,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1,40,United-States,0
33886,36,Never-worked,210531,9,Never-married,Prof-specialty,Not-in-family,White,0,0,0,36,Vietnam,0
33887,44,Private,119218,9,Divorced,Other-service,Unmarried,White,0,0,0,40,United-States,0
33888,40,Private,174512,10,Divorced,Exec-managerial,Unmarried,White,0,3214,0,40,United-States,0
33889,46,Self-emp-inc,240834,13,Divorced,Prof-specialty,Not-in-family,White,0,3,0,45,United-States,0
33890,20,Private,200637,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,0,12,0,40,Scotland,0
