age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
63,Federal-gov,21,67,Separated,o,Unmarried,White,Female,3,2,69,0
21,Self-emp-inc,68,50,Never-married,e,Unmarried,Other,Female,90,26,65,1
52,Private,15,26,Married-civ-spouse,z,Not-in-family,Amer-Indian-Eskimo,Male,34,48,1,1
2,Never-worked,31,73,Widowed,q,Own-child,Black,Male,68,96,27,1
11,Without-pay,83,67,Widowed,k,Unmarried,White,Male,24,84,55,0
69,?,27,84,Never-married,h,Other-relative,Asian-Pac-Islander,Male,39,10,31,1
31,Private,52,45,Married-AF-spouse,d,Husband,Asian-Pac-Islander,Female,87,51,57,0
29,Federal-gov,78,88,Divorced,s,Unmarried,White,Female,44,52,86,1
61,Never-worked,12,18,Divorced,h,Husband,Black,Male,24,28,28,0
6,?,47,22,Married-civ-spouse,w,Other-relative,Amer-Indian-Eskimo,Female,80,18,22,0
37,Without-pay,42,30,Never-married,p,Wife,Black,Female,75,19,51,0
0,Federal-gov,27,0,Married-spouse-absent,y,Husband,Amer-Indian-Eskimo,Male,60,48,41,0
7,Self-emp-inc,39,44,Married-spouse-absent,q,Own-child,Asian-Pac-Islander,Female,30,18,75,1
30,Federal-gov,58,75,Divorced,m,Own-child,Asian-Pac-Islander,Female,30,54,0,0
73,Private,75,49,Married-AF-spouse,z,Husband,Asian-Pac-Islander,Female,55,29,100,0
98,Never-worked,30,83,Widowed,q,Husband,White,Female,28,48,34,1
55,Self-emp-inc,62,44,Divorced,c,Not-in-family,Asian-Pac-Islander,Male,38,89,77,1
84,Private,14,93,Divorced,y,Husband,Black,Male,11,9,94,1
81,Self-emp-not-inc,81,10,Divorced,m,Husband,Other,Male,70,53,39,0
21,Self-emp-not-inc,60,13,Divorced,f,Wife,Other,Female,27,78,98,0
25,State-gov,49,2,Married-spouse-absent,i,Not-in-family,Black,Male,30,76,19,0
22,?,26,85,Widowed,n,Unmarried,Other,Male,42,55,32,0
44,Private,34,31,Divorced,m,Other-relative,Black,Male,69,83,50,1
9,Private,88,70,Widowed,p,Wife,Black,Female,50,65,3,0
22,Private,60,86,Married-civ-spouse,q,Husband,Other,Male,98,43,100,0
53,Local-gov,41,64,Married-AF-spouse,x,Unmarried,Other,Female,80,9,52,0
36,Private,83,41,Married-spouse-absent,y,Own-child,Black,Male,39,54,70,0
88,State-gov,100,100,Widowed,e,Own-child,Black,Female,82,70,73,1
58,Self-emp-not-inc,86,74,Married-civ-spouse,j,Husband,Amer-Indian-Eskimo,Female,15,2,61,1
0,?,41,40,Married-spouse-absent,g,Not-in-family,White,Male,48,31,18,1
89,Self-emp-not-inc,1,56,Separated,d,Not-in-family,Other,Female,40,19,29,0
72,State-gov,45,56,Divorced,t,Other-relative,Asian-Pac-Islander,Male,22,75,65,1
54,Federal-gov,47,29,Widowed,s,Not-in-family,Asian-Pac-Islander,Male,22,70,47,0
15,Private,12,25,Widowed,s,Other-relative,Black,Male,50,4,32,1
96,Self-emp-inc,50,26,Never-married,m,Husband,White,Male,39,82,6,1
75,?,72,23,Married-civ-spouse,q,Not-in-family,White,Male,43,93,74,0
78,Never-worked,36,92,Married-AF-spouse,u,Husband,Other,Male,67,74,5,1
60,Self-emp-not-inc,83,92,Never-married,t,Not-in-family,Amer-Indian-Eskimo,Female,25,17,7,0
42,Never-worked,41,3,Widowed,a,Wife,Other,Female,25,73,55,0
38,Private,22,29,Married-spouse-absent,u,Own-child,White,Male,36,94,84,0
46,Self-emp-inc,35,60,Widowed,g,Other-relative,Other,Female,27,54,27,1
80,?,95,8,Separated,w,Other-relative,Asian-Pac-Islander,Female,32,97,6,1
82,Local-gov,66,30,Separated,n,Not-in-family,Other,Female,86,66,10,1
61,Without-pay,28,13,Widowed,v,Other-relative,Other,Male,16,45,58,0
28,Private,26,17,Married-civ-spouse,r,Own-child,White,Male,96,100,83,1
64,Private,95,51,Married-civ-spouse,r,Husband,Amer-Indian-Eskimo,Male,83,39,54,1
96,Never-worked,90,59,Never-married,p,Own-child,Other,Male,81,43,81,0
66,State-gov,36,56,Divorced,w,Husband,Amer-Indian-Eskimo,Male,61,77,65,0
48,Self-emp-not-inc,14,93,Never-married,y,Unmarried,Amer-Indian-Eskimo,Female,17,47,8,0
63,State-gov,6,93,Separated,j,Other-relative,Black,Female,21,4,2,0
18,Self-emp-inc,34,4,Married-AF-spouse,w,Other-relative,Amer-Indian-Eskimo,Female,18,26,1,1
47,State-gov,63,81,Married-AF-spouse,q,Own-child,White,Female,38,9,34,0
80,Never-worked,50,75,Separated,k,Not-in-family,White,Female,23,41,70,0
37,Federal-gov,38,54,Never-married,n,Other-relative,White,Male,34,50,89,0
90,Private,69,30,Married-civ-spouse,i,Wife,Asian-Pac-Islander,Male,35,13,51,1
6,Without-pay,29,25,Married-spouse-absent,m,Wife,White,Male,23,32,22,0
51,Private,74,49,Divorced,z,Not-in-family,White,Female,33,83,47,1
75,?,33,3,Married-AF-spouse,w,Husband,Asian-Pac-Islander,Male,18,27,5,0
1,Self-emp-inc,82,23,Married-AF-spouse,y,Unmarried,Black,Male,45,83,26,1
1,Private,61,99,Married-civ-spouse,b,Wife,Black,Female,1,1,46,0
25,Self-emp-not-inc,97,19,Separated,v,Unmarried,White,Male,86,2,51,1
61,Self-emp-not-inc,59,39,Divorced,s,Other-relative,Black,Female,73,86,58,1
61,State-gov,77,92,Married-spouse-absent,n,Other-relative,Asian-Pac-Islander,Male,27,70,43,0
84,State-gov,70,42,Divorced,f,Other-relative,Asian-Pac-Islander,Female,95,47,87,0
76,?,53,67,Widowed,i,Wife,Other,Male,15,80,51,1
69,Self-emp-not-inc,24,9,Married-AF-spouse,x,Unmarried,Black,Female,89,22,70,0
51,State-gov,74,59,Married-spouse-absent,t,Husband,Asian-Pac-Islander,Male,71,35,17,1
82,Private,30,12,Married-spouse-absent,w,Other-relative,White,Male,94,55,100,0
24,Private,14,46,Never-married,b,Unmarried,Amer-Indian-Eskimo,Female,99,57,92,0
99,Never-worked,13,18,Separated,b,Husband,Amer-Indian-Eskimo,Female,45,27,46,1
36,?,7,3,Married-AF-spouse,j,Not-in-family,Black,Female,29,57,42,0
40,Private,31,50,Separated,z,Not-in-family,Amer-Indian-Eskimo,Male,24,70,25,1
77,Self-emp-inc,63,36,Married-spouse-absent,k,Wife,Amer-Indian-Eskimo,Female,98,95,87,0
46,Local-gov,23,46,Married-spouse-absent,x,Unmarried,Asian-Pac-Islander,Male,38,32,44,0
36,State-gov,48,0,Separated,q,Own-child,Other,Male,91,24,63,0
27,Self-emp-not-inc,75,64,Widowed,m,Not-in-family,Black,Male,34,32,34,1
19,Self-emp-inc,97,28,Never-married,l,Wife,Black,Male,23,68,66,1
65,Private,66,46,Married-AF-spouse,e,Husband,Asian-Pac-Islander,Female,57,20,38,0
39,Self-emp-inc,63,63,Separated,q,Own-child,White,Female,66,56,77,1
30,Federal-gov,47,83,Married-civ-spouse,v,Unmarried,Black,Female,25,56,21,1
91,Private,92,99,Married-civ-spouse,l,Unmarried,Asian-Pac-Islander,Female,24,14,92,0
38,Self-emp-not-inc,19,55,Separated,v,Not-in-family,Other,Male,99,100,92,0
74,State-gov,95,52,Married-spouse-absent,r,Not-in-family,Asian-Pac-Islander,Female,35,13,45,0
49,Never-worked,16,98,Married-spouse-absent,f,Other-relative,Other,Female,80,20,11,0
3,Without-pay,92,56,Widowed,n,Own-child,White,Male,54,10,66,1
85,Federal-gov,97,63,Married-spouse-absent,g,Husband,Other,Female,36,49,82,0
2,Local-gov,85,3,Married-civ-spouse,z,Unmarried,Black,Male,60,60,64,1
37,State-gov,58,82,Married-spouse-absent,y,Own-child,Black,Female,62,96,91,0
4,?,53,92,Married-AF-spouse,d,Unmarried,Amer-Indian-Eskimo,Male,59,45,25,0
41,Federal-gov,20,42,Separated,n,Unmarried,Asian-Pac-Islander,Male,42,79,24,0
68,Self-emp-not-inc,75,90,Married-AF-spouse,p,Other-relative,Black,Female,72,32,89,0
29,Federal-gov,19,67,Married-civ-spouse,r,Husband,White,Female,31,38,0,0
61,Self-emp-not-inc,98,2,Married-AF-spouse,v,Unmarried,White,Male,76,18,51,1
93,?,41,84,Never-married,f,Not-in-family,White,Male,71,89,4,0
28,Self-emp-inc,100,52,Never-married,a,Unmarried,Amer-Indian-Eskimo,Male,15,13,69,0
76,State-gov,58,90,Separated,l,Not-in-family,Other,Female,33,34,82,1
19,Without-pay,29,32,Separated,a,Own-child,Asian-Pac-Islander,Female,23,89,43,0
9,Federal-gov,61,69,Never-married,u,Other-relative,Black,Female,88,36,47,0
77,?,41,38,Never-married,i,Other-relative,Other,Male,71,51,56,0
52,Private,54,60,Married-AF-spouse,b,Husband,Asian-Pac-Islander,Male,44,86,74,0
86,Private,10,58,Never-married,n,Own-child,White,Female,58,68,1,1
38,Never-worked,87,41,Divorced,d,Not-in-family,White,Male,78,10,61,1
36,Never-worked,84,100,Never-married,c,Not-in-family,Other,Female,1,93,56,0
27,Private,14,64,Married-spouse-absent,i,Unmarried,Black,Male,3,24,26,0
46,State-gov,47,45,Widowed,u,Husband,White,Male,84,3,71,0
89,Never-worked,38,50,Never-married,s,Wife,Black,Male,52,2,93,0
79,Never-worked,85,68,Widowed,f,Wife,White,Male,60,95,28,1
73,Self-emp-not-inc,25,86,Married-spouse-absent,x,Other-relative,Other,Female,81,28,35,1
32,State-gov,38,96,Never-married,m,Husband,Other,Female,27,14,11,1
68,Local-gov,64,72,Married-AF-spouse,i,Other-relative,Amer-Indian-Eskimo,Male,85,84,94,0
2,Self-emp-inc,70,60,Married-spouse-absent,a,Husband,Other,Female,47,59,19,0
35,State-gov,18,36,Married-AF-spouse,c,Wife,Other,Female,11,50,70,1
17,Federal-gov,30,15,Married-civ-spouse,f,Own-child,White,Female,30,23,35,1
10,Never-worked,69,58,Widowed,a,Unmarried,Amer-Indian-Eskimo,Female,94,76,62,0
63,Local-gov,67,14,Married-spouse-absent,c,Husband,Black,Male,9,56,58,0
72,Federal-gov,12,17,Widowed,d,Unmarried,Other,Male,79,6,6,1
82,Never-worked,26,26,Married-spouse-absent,a,Other-relative,Asian-Pac-Islander,Male,11,0,68,0
37,Without-pay,97,78,Widowed,y,Not-in-family,Amer-Indian-Eskimo,Female,94,22,20,1
75,Self-emp-inc,77,51,Separated,d,Husband,Other,Male,46,28,17,0
31,Self-emp-inc,92,60,Separated,i,Wife,White,Male,30,84,3,0
97,?,56,2,Never-married,t,Own-child,Asian-Pac-Islander,Male,85,22,40,0
80,Local-gov,59,90,Separated,g,Husband,Amer-Indian-Eskimo,Male,91,74,3,0
46,Never-worked,12,93,Married-civ-spouse,r,Other-relative,Amer-Indian-Eskimo,Female,16,25,89,1
50,Self-emp-not-inc,4,10,Separated,k,Wife,Black,Male,54,81,76,1
35,State-gov,100,0,Separated,b,Other-relative,White,Male,52,40,14,0
76,Federal-gov,50,100,Married-civ-spouse,o,Wife,Other,Male,25,10,30,1
68,Never-worked,30,100,Never-married,y,Husband,Amer-Indian-Eskimo,Male,68,67,37,0
97,State-gov,41,88,Divorced,b,Wife,Asian-Pac-Islander,Male,85,48,33,1
1,State-gov,32,60,Separated,x,Husband,Amer-Indian-Eskimo,Male,100,11,27,1
0,Without-pay,94,85,Married-civ-spouse,c,Other-relative,White,Female,47,87,88,0
6,Self-emp-inc,82,23,Married-AF-spouse,s,Not-in-family,White,Female,91,38,91,1
42,Self-emp-not-inc,47,91,Married-spouse-absent,i,Unmarried,Black,Female,44,31,14,1
40,State-gov,46,9,Never-married,w,Own-child,Other,Male,82,31,75,1
29,Private,18,87,Married-AF-spouse,v,Own-child,Other,Male,8,74,30,0
55,Never-worked,43,7,Separated,h,Own-child,Other,Male,61,45,29,0
1,Never-worked,24,28,Divorced,e,Husband,Asian-Pac-Islander,Male,38,56,45,1
20,Private,69,0,Married-AF-spouse,u,Wife,White,Female,79,66,72,0
3,Never-worked,53,13,Married-spouse-absent,t,Not-in-family,Other,Female,12,22,82,0
70,?,46,16,Married-AF-spouse,v,Husband,White,Female,77,76,76,0
39,Self-emp-inc,10,1,Divorced,l,Not-in-family,White,Female,41,37,34,1
13,?,42,68,Widowed,x,Other-relative,Other,Female,96,95,30,0
21,State-gov,1,80,Married-spouse-absent,d,Own-child,White,Male,37,64,64,0
40,Federal-gov,11,77,Married-AF-spouse,f,Not-in-family,Other,Female,42,34,43,0
70,Self-emp-not-inc,75,21,Married-AF-spouse,e,Unmarried,Asian-Pac-Islander,Female,79,14,90,1
9,?,97,37,Married-AF-spouse,v,Not-in-family,Black,Male,37,78,45,1
85,Never-worked,43,24,Married-spouse-absent,p,Wife,Amer-Indian-Eskimo,Male,78,66,19,0
90,Federal-gov,95,21,Married-spouse-absent,z,Own-child,Black,Male,4,29,87,0
27,Without-pay,29,52,Married-AF-spouse,d,Unmarried,Asian-Pac-Islander,Female,91,11,81,0
35,Self-emp-not-inc,86,45,Married-AF-spouse,o,Husband,Other,Female,72,65,80,1
16,Private,14,53,Widowed,x,Wife,Black,Female,18,80,3,0
37,Local-gov,81,91,Married-civ-spouse,g,Other-relative,White,Female,81,32,95,0
67,Local-gov,6,60,Divorced,j,Not-in-family,Black,Female,92,17,82,0
72,Self-emp-inc,38,66,Widowed,f,Not-in-family,Asian-Pac-Islander,Female,9,16,77,1
99,Self-emp-inc,40,72,Divorced,e,Wife,Black,Male,4,64,28,1
81,Never-worked,70,89,Separated,h,Husband,Other,Female,21,2,14,1
58,Self-emp-inc,53,78,Widowed,e,Wife,Asian-Pac-Islander,Male,97,67,55,1
70,Self-emp-not-inc,50,57,Married-AF-spouse,q,Not-in-family,Black,Male,10,88,65,1
8,?,16,38,Married-civ-spouse,d,Not-in-family,Amer-Indian-Eskimo,Male,75,74,68,1
100,Private,22,34,Married-AF-spouse,u,Own-child,Black,Female,21,66,86,0
77,Local-gov,56,96,Widowed,q,Own-child,Other,Male,88,25,93,1
88,?,84,47,Never-married,m,Not-in-family,Other,Male,20,6,94,0
46,Local-gov,87,78,Separated,e,Wife,White,Male,63,93,66,0
50,?,26,56,Separated,o,Own-child,Asian-Pac-Islander,Female,19,63,12,0
93,Without-pay,61,81,Separated,r,Husband,Amer-Indian-Eskimo,Female,65,12,49,1
11,Self-emp-inc,34,97,Divorced,h,Other-relative,Black,Female,8,61,78,0
28,State-gov,84,46,Married-spouse-absent,e,Unmarried,Black,Male,75,45,68,1
72,?,81,65,Married-AF-spouse,m,Husband,White,Male,18,59,66,1
21,Never-worked,90,33,Separated,h,Own-child,White,Female,57,41,62,1
36,Self-emp-not-inc,51,34,Divorced,t,Own-child,White,Female,68,50,81,1
40,Private,73,0,Never-married,c,Unmarried,Other,Female,3,13,24,0
33,Self-emp-not-inc,90,23,Married-AF-spouse,q,Wife,Asian-Pac-Islander,Male,7,72,6,1
60,Self-emp-not-inc,80,46,Married-AF-spouse,f,Other-relative,Other,Male,28,2,61,1
62,Without-pay,77,69,Divorced,e,Not-in-family,White,Male,86,86,6,1
3,Private,57,77,Widowed,z,Husband,Other,Female,1,27,97,0
79,Without-pay,2,21,Separated,k,Husband,White,Male,82,59,66,1
36,Never-worked,37,31,Married-AF-spouse,p,Husband,Other,Male,4,53,34,1
89,Self-emp-inc,49,70,Divorced,k,Wife,Amer-Indian-Eskimo,Female,93,23,19,1
71,Federal-gov,1,3,Married-AF-spouse,t,Husband,Asian-Pac-Islander,Male,8,50,84,0
82,Local-gov,94,67,Separated,j,Other-relative,Asian-Pac-Islander,Female,45,26,99,0
21,Local-gov,99,93,Divorced,s,Wife,Black,Female,25,13,43,0
63,Local-gov,54,36,Married-spouse-absent,t,Other-relative,Asian-Pac-Islander,Female,78,97,22,0
57,State-gov,41,48,Widowed,c,Other-relative,White,Male,73,42,15,0
3,Self-emp-not-inc,85,15,Separated,r,Unmarried,White,Male,50,59,94,1
47,?,0,13,Married-spouse-absent,b,Wife,Other,Female,7,52,71,0
82,?,55,61,Never-married,f,Unmarried,Asian-Pac-Islander,Male,95,79,18,0
87,?,67,67,Divorced,a,Wife,Amer-Indian-Eskimo,Female,24,9,16,1
100,Self-emp-inc,57,77,Married-AF-spouse,e,Husband,Amer-Indian-Eskimo,Female,90,93,48,1
47,?,31,81,Married-AF-spouse,x,Own-child,Amer-Indian-Eskimo,Male,30,16,87,1
96,Without-pay,29,85,Married-spouse-absent,y,Husband,White,Male,95,83,65,1
23,Without-pay,98,21,Widowed,o,Husband,Asian-Pac-Islander,Male,53,96,79,0
58,Without-pay,45,87,Married-civ-spouse,h,Other-relative,White,Male,55,83,77,0
95,Self-emp-not-inc,15,86,Married-civ-spouse,l,Husband,Black,Male,100,56,39,1
42,Without-pay,10,58,Never-married,y,Wife,Amer-Indian-Eskimo,Female,59,33,27,0
93,Local-gov,16,56,Married-civ-spouse,w,Wife,Other,Male,20,20,8,1
80,?,91,47,Separated,x,Unmarried,White,Female,25,42,98,1
100,State-gov,64,82,Widowed,b,Not-in-family,Amer-Indian-Eskimo,Male,42,67,61,0
46,Self-emp-inc,10,39,Divorced,j,Own-child,Other,Male,0,68,15,1
68,Self-emp-not-inc,22,4,Widowed,y,Unmarried,White,Male,75,85,63,0
6,Federal-gov,39,78,Married-civ-spouse,x,Unmarried,Amer-Indian-Eskimo,Male,92,31,28,1
49,Local-gov,7,95,Separated,z,Unmarried,Other,Male,66,35,87,0
85,Local-gov,2,74,Separated,v,Own-child,Black,Female,59,61,61,0
67,Self-emp-not-inc,54,50,Married-AF-spouse,v,Husband,Black,Male,84,60,100,0
3,Federal-gov,27,10,Married-spouse-absent,a,Not-in-family,Amer-Indian-Eskimo,Male,64,55,28,0
96,Local-gov,21,38,Married-spouse-absent,p,Other-relative,Asian-Pac-Islander,Male,88,2,91,0
62,?,45,63,Separated,a,Other-relative,Black,Male,96,66,35,1
81,Federal-gov,7,17,Widowed,l,Own-child,Asian-Pac-Islander,Female,53,28,83,1
21,Private,44,74,Never-married,x,Wife,Amer-Indian-Eskimo,Male,74,61,62,1
6,Self-emp-not-inc,87,20,Separated,w,Wife,Black,Female,45,48,13,1
41,Private,3,75,Divorced,n,Own-child,Asian-Pac-Islander,Male,97,13,61,0
84,?,97,67,Never-married,m,Wife,Other,Female,60,91,65,1
92,Self-emp-not-inc,88,74,Separated,p,Husband,Black,Male,58,41,66,1
0,?,75,55,Divorced,a,Own-child,White,Male,18,18,10,0
5,State-gov,49,6,Separated,e,Unmarried,Black,Female,23,27,18,0
50,State-gov,43,2,Separated,s,Other-relative,Amer-Indian-Eskimo,Female,49,38,67,1
29,Self-emp-inc,45,78,Never-married,k,Other-relative,Black,Female,54,33,4,0
67,Never-worked,71,91,Married-spouse-absent,f,Husband,Amer-Indian-Eskimo,Male,9,46,74,1
92,Federal-gov,9,86,Divorced,t,Wife,Asian-Pac-Islander,Female,29,92,74,0
56,Without-pay,53,79,Divorced,u,Other-relative,Black,Male,7,22,22,1
19,Local-gov,92,88,Separated,m,Unmarried,Other,Female,23,1,12,0
2,Self-emp-not-inc,81,66,Separated,a,Other-relative,Asian-Pac-Islander,Female,79,97,23,1
74,Private,45,80,Separated,g,Husband,Amer-Indian-Eskimo,Female,6,83,61,0
18,Self-emp-not-inc,61,31,Married-civ-spouse,l,Unmarried,Asian-Pac-Islander,Male,38,77,32,1
75,Federal-gov,25,44,Married-AF-spouse,t,Husband,Other,Female,83,0,19,1
50,Never-worked,5,78,Married-spouse-absent,w,Wife,Amer-Indian-Eskimo,Male,23,91,67,1
43,Private,99,10,Widowed,x,Other-relative,Asian-Pac-Islander,Female,86,95,50,1
62,Self-emp-inc,66,3,Married-spouse-absent,j,Husband,White,Female,6,68,30,1
0,Private,67,85,Married-spouse-absent,a,Not-in-family,Asian-Pac-Islander,Female,89,7,6,0
10,Federal-gov,70,57,Widowed,l,Husband,Other,Male,42,76,31,1
47,Federal-gov,36,67,Married-civ-spouse,d,Unmarried,Amer-Indian-Eskimo,Male,46,31,1,0
16,State-gov,56,61,Never-married,w,Wife,Other,Female,3,67,19,0
92,Self-emp-not-inc,24,92,Married-AF-spouse,w,Own-child,White,Female,33,12,99,1
43,Private,53,89,Never-married,n,Not-in-family,Other,Female,55,91,55,0
12,Never-worked,22,61,Married-AF-spouse,k,Wife,Asian-Pac-Islander,Female,56,80,68,0
93,Local-gov,58,47,Married-AF-spouse,b,Husband,White,Female,73,38,82,0
81,?,38,20,Married-spouse-absent,h,Not-in-family,Black,Female,68,86,8,0
10,Private,57,75,Never-married,w,Other-relative,Asian-Pac-Islander,Male,76,11,79,1
65,Local-gov,92,50,Married-AF-spouse,l,Other-relative,Other,Male,76,39,39,1
5,Local-gov,10,11,Separated,x,Own-child,Amer-Indian-Eskimo,Male,50,53,19,0
39,Self-emp-not-inc,16,12,Widowed,f,Husband,Other,Male,86,18,5,1
92,State-gov,21,79,Separated,u,Husband,Amer-Indian-Eskimo,Female,37,55,46,0
8,Private,53,15,Married-AF-spouse,j,Husband,Asian-Pac-Islander,Female,67,27,100,0
96,Private,11,5,Married-civ-spouse,e,Husband,Black,Male,93,50,50,0
40,Self-emp-not-inc,58,1,Married-AF-spouse,c,Own-child,Asian-Pac-Islander,Male,29,72,12,1
15,Private,26,42,Married-spouse-absent,f,Wife,Black,Male,48,80,42,1
1,Local-gov,67,99,Separated,z,Wife,White,Female,7,65,49,0
38,?,98,55,Never-married,d,Unmarried,Other,Male,96,22,31,1
33,Federal-gov,55,24,Married-spouse-absent,c,Wife,Other,Male,51,11,63,0
47,Never-worked,56,27,Never-married,a,Wife,White,Male,89,47,75,0
62,Without-pay,33,35,Never-married,x,Wife,Other,Female,53,57,24,0
55,Without-pay,65,42,Never-married,o,Not-in-family,Amer-Indian-Eskimo,Male,63,20,10,0
77,?,4,5,Never-married,v,Not-in-family,Other,Female,48,79,31,1
43,?,54,20,Married-civ-spouse,l,Unmarried,Amer-Indian-Eskimo,Male,94,17,37,0
30,Never-worked,69,93,Divorced,o,Wife,Other,Female,9,64,31,1
73,Without-pay,27,6,Married-civ-spouse,t,Other-relative,Other,Male,25,70,38,0
43,Self-emp-inc,29,40,Married-spouse-absent,p,Other-relative,Amer-Indian-Eskimo,Male,63,44,75,0
29,Without-pay,57,27,Divorced,y,Other-relative,Other,Female,71,51,7,1
6,Self-emp-inc,7,10,Divorced,m,Other-relative,Asian-Pac-Islander,Female,78,68,34,1
19,Self-emp-not-inc,69,45,Never-married,v,Own-child,Black,Male,60,53,65,1
22,Self-emp-inc,50,62,Married-AF-spouse,v,Own-child,Asian-Pac-Islander,Female,1,37,77,0
22,Federal-gov,80,93,Divorced,o,Wife,White,Female,89,50,37,0
40,Self-emp-inc,46,53,Never-married,x,Not-in-family,Black,Male,42,62,69,0
86,Private,22,19,Married-civ-spouse,r,Own-child,Asian-Pac-Islander,Female,22,20,71,1
75,?,27,73,Married-civ-spouse,a,Wife,Asian-Pac-Islander,Female,13,92,31,1
68,Private,29,4,Married-spouse-absent,u,Unmarried,Black,Male,42,38,6,1
14,Self-emp-inc,67,86,Separated,j,Wife,White,Male,96,8,29,1
36,Without-pay,90,31,Married-civ-spouse,w,Own-child,Other,Male,82,42,93,0
73,Without-pay,92,27,Separated,y,Other-relative,Black,Male,69,92,95,0
13,Local-gov,53,42,Married-spouse-absent,z,Husband,White,Female,86,0,81,0
79,Self-emp-not-inc,74,82,Separated,g,Own-child,Amer-Indian-Eskimo,Female,23,93,30,1
10,Federal-gov,23,65,Widowed,l,Unmarried,Other,Female,3,2,40,1
87,Federal-gov,89,100,Married-spouse-absent,z,Own-child,White,Female,11,74,4,0
42,Local-gov,84,21,Married-AF-spouse,t,Own-child,Black,Male,58,19,65,1
83,?,26,36,Married-AF-spouse,m,Unmarried,White,Male,91,8,16,1
88,?,98,2,Married-AF-spouse,b,Unmarried,Other,Female,37,1,92,1
89,Self-emp-inc,13,62,Married-AF-spouse,g,Unmarried,Asian-Pac-Islander,Female,45,76,32,0
42,Federal-gov,94,33,Widowed,t,Not-in-family,White,Male,14,2,3,0
68,Self-emp-not-inc,76,17,Widowed,q,Other-relative,Asian-Pac-Islander,Female,37,17,8,0
0,?,6,21,Separated,u,Unmarried,White,Male,36,77,4,0
60,Without-pay,15,86,Married-AF-spouse,o,Wife,Amer-Indian-Eskimo,Female,96,44,91,0
87,Federal-gov,86,53,Divorced,q,Husband,Black,Female,46,52,67,0
70,Local-gov,21,81,Married-spouse-absent,v,Own-child,Asian-Pac-Islander,Female,31,31,22,1
91,Never-worked,33,30,Separated,g,Not-in-family,Asian-Pac-Islander,Male,7,45,51,1
72,?,80,94,Married-civ-spouse,l,Wife,Amer-Indian-Eskimo,Female,90,38,50,1
71,Never-worked,86,78,Separated,c,Wife,White,Male,50,72,20,1
45,?,35,4,Married-AF-spouse,x,Other-relative,White,Male,15,54,51,1
85,Self-emp-not-inc,64,94,Never-married,x,Other-relative,Other,Female,58,34,59,0
10,Self-emp-not-inc,65,11,Married-civ-spouse,g,Other-relative,Other,Male,87,72,31,1
5,Never-worked,88,84,Divorced,s,Unmarried,Black,Male,70,90,65,0
21,Local-gov,0,48,Married-AF-spouse,o,Not-in-family,Black,Female,37,66,17,1
57,State-gov,46,3,Widowed,h,Husband,White,Female,72,90,1,1
0,Self-emp-not-inc,45,70,Separated,j,Husband,Black,Male,53,42,19,0
55,Self-emp-not-inc,67,64,Widowed,j,Husband,White,Male,76,23,62,1
62,State-gov,100,26,Married-civ-spouse,t,Own-child,Asian-Pac-Islander,Male,13,98,98,1
57,Local-gov,98,2,Never-married,s,Not-in-family,Other,Female,95,38,11,1
42,Self-emp-inc,37,19,Separated,x,Wife,Other,Female,87,43,44,0
73,Local-gov,92,92,Separated,f,Wife,White,Male,3,9,30,0
59,Local-gov,93,74,Married-civ-spouse,m,Other-relative,White,Female,89,92,0,0
99,Federal-gov,41,18,Divorced,l,Other-relative,Asian-Pac-Islander,Female,11,38,76,1
84,Local-gov,47,24,Married-civ-spouse,h,Unmarried,Black,Female,58,27,71,0
40,?,36,68,Married-AF-spouse,v,Unmarried,Black,Female,52,17,57,1
1,Federal-gov,61,35,Widowed,k,Other-relative,Asian-Pac-Islander,Male,88,51,34,0
96,State-gov,72,96,Divorced,f,Own-child,White,Female,76,37,54,1
52,Self-emp-inc,83,83,Widowed,a,Wife,Black,Female,96,91,80,1
100,Private,23,20,Divorced,u,Husband,Asian-Pac-Islander,Female,54,70,95,1
36,Private,60,18,Divorced,k,Other-relative,Amer-Indian-Eskimo,Male,10,90,41,1
86,State-gov,58,64,Married-civ-spouse,z,Own-child,Other,Female,80,57,65,1
81,?,24,91,Separated,m,Own-child,White,Female,8,30,1,1
24,Self-emp-not-inc,92,69,Widowed,q,Husband,Amer-Indian-Eskimo,Male,38,88,63,0
43,Self-emp-inc,18,81,Widowed,p,Own-child,White,Female,59,75,19,0
42,Never-worked,3,100,Married-spouse-absent,b,Husband,Asian-Pac-Islander,Male,70,10,30,0
12,Never-worked,96,36,Married-AF-spouse,t,Unmarried,White,Female,78,59,99,1
39,?,92,51,Married-AF-spouse,y,Not-in-family,Asian-Pac-Islander,Male,81,99,35,1
98,Federal-gov,25,46,Divorced,g,Own-child,White,Male,69,56,34,1
95,Local-gov,56,13,Widowed,x,Unmarried,White,Male,44,76,0,1
85,?,75,50,Widowed,q,Unmarried,Amer-Indian-Eskimo,Male,87,75,1,0
41,Never-worked,45,85,Divorced,t,Not-in-family,Black,Female,38,75,68,0
64,Federal-gov,0,2,Never-married,f,Unmarried,White,Female,42,64,81,0
31,Self-emp-not-inc,49,42,Married-AF-spouse,l,Unmarried,Amer-Indian-Eskimo,Female,14,66,7,1
87,Private,31,26,Never-married,b,Unmarried,Amer-Indian-Eskimo,Female,90,79,5,1
